0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0



3.81251e-10,6.7676e-10,4.37299e-10,8.31576e-10,3.23175e-10,2.22699e-10,5.06939e-10,2.17733e-10,1.14913e-10,1.06241e-10,9.34865e-11,7.69962e-11
1.67946e-07,1.04149e-07,5.54401e-08,2.86352e-08,1.89794e-08,1.51743e-08,6.90805e-09,3.12534e-09,1.39594e-09,2.39451e-09,2.90838e-09,2.05112e-09
1.04592e-06,1.02624e-06,1.03378e-06,8.58454e-07,5.38697e-07,2.27647e-07,7.91477e-08,1.64908e-07,1.47436e-07,1.00926e-07,5.58512e-08,3.65952e-08
2.31461e-06,3.37437e-06,4.46468e-06,5.64862e-06,6.03458e-06,5.23258e-06,4.25639e-06,3.9868e-06,4.21611e-06,3.29071e-06,1.92926e-06,1.25052e-06
1.32007e-05,1.05605e-05,9.44603e-06,1.85733e-05,2.39943e-05,2.67461e-05,2.39736e-05,2.48398e-05,2.13765e-05,2.00145e-05,1.71278e-05,9.7387e-06
1.46146e-05,1.89718e-05,2.04003e-05,3.32992e-05,3.17057e-05,3.05815e-05,1.8845e-05,1.74715e-05,2.4098e-05,2.11706e-05,2.25152e-05,2.15059e-05
0.000102489,8.21332e-05,6.28295e-05,8.64102e-05,9.8319e-05,7.49467e-05,0.000102733,8.02013e-05,7.18347e-05,9.30511e-05,8.20875e-05,6.10956e-05
0.00417488,0.00418621,0.00537675,0.00531302,0.00497718,0.00508684,0.00318883,0.00301293,0.00344098,0.00897542,0.0109367,0.00747228
0.00305997,0.010755,0.0262302,0.0158475,0.00571498,0.00426177,0.00546186,0.00997271,0.0105095,0.0284427,0.0167739,0.00307274
0.00182132,0.00859557,0.0210985,0.0141051,0.00800659,0.00440852,0.0033999,0.00776813,0.0129481,0.0316114,0.0175772,0.00300735
0.00182487,0.00391349,0.0129537,0.00882855,0.00508911,0.00360767,0.00329407,0.00340928,0.00835915,0.0227857,0.0130382,0.00164502
0.0013228,0.0028684,0.0111436,0.00793323,0.0039643,0.00245936,0.00132722,0.00285715,0.00528106,0.0155478,0.00903161,0.00139563
0.000716003,0.00462725,0.0109428,0.00588532,0.00112033,0.00100001,0.00154759,0.00326271,0.00630836,0.0151668,0.00902002,0.00111992
0.000857208,0.0022603,0.00591468,0.00360681,0.00120677,0.00100662,0.0012171,0.00318825,0.00405095,0.00594325,0.00289466,0.000821956
0.000801783,0.000892197,0.00276402,0.00154481,0.000820963,0.000757663,0.00172259,0.00312091,0.00172526,0.00349872,0.00206353,0.000579956
0.00053327,0.00146898,0.00426848,0.00281938,0.00154185,0.00132336,0.00171713,0.00230937,0.00207992,0.00390776,0.00229716,0.000568503
0.00042038,0.00246126,0.00514693,0.00304177,0.0011266,0.000566025,0.00096807,0.00155022,0.00233112,0.00439924,0.00217494,0.000583977
0.00046306,0.00203155,0.00302642,0.00135606,0.000588917,0.000371221,0.000650555,0.00158405,0.00198886,0.00399,0.00241195,0.000451031
0.000385962,0.00162255,0.00276951,0.00169966,0.00109193,0.000695307,0.000718499,0.00128062,0.00181063,0.00476101,0.00314748,0.000598231
0.00726098,0.0186101,0.0249116,0.0160848,0.0153657,0.0109141,0.009843,0.0121406,0.0185175,0.0292441,0.0243768,0.0157333
0.0029537,0.0169646,0.0453678,0.0263042,0.0123399,0.00803562,0.0108974,0.019421,0.0235557,0.0534129,0.0279328,0.00441169
0.00243816,0.0128308,0.0400711,0.0252978,0.0124061,0.0101099,0.0104661,0.0199571,0.0241866,0.0629666,0.040675,0.00693893
0.00403408,0.0136516,0.0298537,0.0164881,0.0059108,0.00558843,0.00417791,0.00590021,0.0154316,0.0419577,0.0249357,0.00285716
0.00116767,0.0108078,0.026529,0.01623,0.00491449,0.0029059,0.00391782,0.0047652,0.0149635,0.0312025,0.0189482,0.00272732
0.00178083,0.00915625,0.0213453,0.0113734,0.00558689,0.00392564,0.00334997,0.00481165,0.00652073,0.0201666,0.0139898,0.00330825
0.00160787,0.00434747,0.00986471,0.00558339,0.00165337,0.00226612,0.00232006,0.00416026,0.00609336,0.013818,0.007913,0.00240357
0.00109008,0.00300936,0.00575627,0.00367114,0.00251491,0.00155123,0.00252276,0.00541253,0.00528174,0.0125294,0.00689234,0.00203951
0.000644068,0.00320236,0.00721376,0.00411598,0.00208494,0.00236144,0.00346717,0.00585782,0.00589795,0.0112928,0.00615669,0.00142086
0.000732103,0.00280615,0.00684086,0.00441055,0.00274013,0.00213427,0.00265938,0.00406816,0.00527829,0.00980105,0.00488883,0.000927999
0.000786257,0.00216863,0.00511233,0.00313961,0.00134995,0.00111561,0.00185875,0.00360184,0.00447646,0.00777652,0.0050027,0.001217
0.00128684,0.00240302,0.00445812,0.00343682,0.00148546,0.00147454,0.00185407,0.00303152,0.00483798,0.00952849,0.00585312,0.00103627
0.00152496,0.00178136,0.00294775,0.00331017,0.00551032,0.00303648,0.00327938,0.00498232,0.00910589,0.0227719,0.0143291,0.00333135
0.00152303,0.00141108,0.00283854,0.00317913,0.00493823,0.00393184,0.0030126,0.00403609,0.00912318,0.0289968,0.0180745,0.00380715
0.00137418,0.00131707,0.00117085,0.00188997,0.00390397,0.00256187,0.00241352,0.00343874,0.00906687,0.0270194,0.0171112,0.00201013
0.000879226,0.00122776,0.00244411,0.00227633,0.00316639,0.00214429,0.00136865,0.00239644,0.00557164,0.0140896,0.00948981,0.00146831
0.000825661,0.00168221,0.00262059,0.00221592,0.00264542,0.00201522,0.00124745,0.0019897,0.00453839,0.0117636,0.00754384,0.00109087
0.000633387,0.00127842,0.001493,0.000654728,0.00174475,0.00126945,0.00102053,0.00201898,0.00399731,0.00856639,0.00556595,0.00115296
0.000924736,0.00109669,0.00149023,0.00114142,0.00109242,0.000938162,0.00104031,0.00157865,0.00323188,0.00678371,0.00387758,0.0013085
0.000220087,0.000758384,0.00177985,0.00145129,0.001109,0.000752643,0.000600244,0.00100572,0.00244715,0.00609249,0.00353865,0.000575122
0.00035051,0.000657071,0.00156037,0.00117769,0.000782,0.000493144,0.000655009,0.00163074,0.00358949,0.00660082,0.00375588,0.000740958
0.000471622,0.00114434,0.00234814,0.00116026,0.000465923,0.000404768,0.000439302,0.000611393,0.00122851,0.00340698,0.00248869,0.000500652
0.000259057,0.00112475,0.00230949,0.00137034,0.000660661,0.000512171,0.000306943,0.000669837,0.00252113,0.00490113,0.00252026,0.000375445
0.00246665,0.00187069,0.00232364,0.00342379,0.00402339,0.00326846,0.00294824,0.00387691,0.00537576,0.0104745,0.00995969,0.00600885
0.00137361,0.00162601,0.00130369,0.00149018,0.00431655,0.00316422,0.00148119,0.0015284,0.00964188,0.0255727,0.0138066,0.00120091
0.000729997,0.000938515,0.00105299,0.00135423,0.00282837,0.00181681,0.000823058,0.00176603,0.00854397,0.021874,0.0125206,0.00143273
0.000764171,0.000529695,0.00108447,0.00107533,0.0017593,0.00156952,0.00106895,0.00105016,0.00446818,0.012092,0.00751273,0.00143365
